Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,isolate,biomaterial_provider,collection_date,geo_loc_name,tissue,cell_line,treatment,sample,BioSampleModel
SRR28238633,41799386,3134953950,75,1054,SRX23849740,7111-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669815,SAMN40261137,simple,9606,Homo sapiens,HAP1_GCN2KO_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",HAP1_GCN2KO_control_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,GCN2 knockout control,HAP1_GCN2KO_control_1,Human
SRR28238632,73580814,5518561050,75,1867,SRX23849741,7111-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669816,SAMN40261138,simple,9606,Homo sapiens,HAP1_GCN2KO_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",HAP1_GCN2KO_control_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,GCN2 knockout control,HAP1_GCN2KO_control_2,Human
SRR28238631,45787811,3434085825,75,1261,SRX23849742,7174-7,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669817,SAMN40261147,simple,9606,Homo sapiens,P19b_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P19b_etoposide_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Etoposide treated,P19b_etoposide_1,Human
SRR28238630,18506228,1387967100,75,521,SRX23849743,7174-8,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669818,SAMN40261148,simple,9606,Homo sapiens,P19b_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P19b_etoposide_2,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Etoposide treated,P19b_etoposide_2,Human
SRR28238629,41041074,3078080550,75,1131,SRX23849744,7390-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669819,SAMN40261149,simple,9606,Homo sapiens,A549_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",A549_control_1,A549,NKI,2023-01-01,Netherlands,Lung,A549,Control,A549_control_1,Human
SRR28238628,38017416,2851306200,75,1025,SRX23849745,7390-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669820,SAMN40261150,simple,9606,Homo sapiens,A549_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",A549_control_2,A549,NKI,2023-01-01,Netherlands,Lung,A549,Control,A549_control_2,Human
SRR28238627,51635055,3872629125,75,1478,SRX23849746,7390-4,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669821,SAMN40261151,simple,9606,Homo sapiens,A549_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",A549_etoposide_1,A549,NKI,2023-01-01,Netherlands,Lung,A549,Etoposide treated,A549_etoposide_1,Human
SRR28238626,40161772,3012132900,75,1115,SRX23849747,7390-5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669822,SAMN40261152,simple,9606,Homo sapiens,A549_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",A549_etoposide_2,A549,NKI,2023-01-01,Netherlands,Lung,A549,Etoposide treated,A549_etoposide_2,Human
SRR28238625,16822869,1261715175,75,459,SRX23849748,7508-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669823,SAMN40261153,simple,9606,Homo sapiens,PC3_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",PC3_control_1,PC3,NKI,2023-01-01,Netherlands,Prostate,PC3,Control,PC3_control_1,Human
SRR28238624,25799557,1934966775,75,702,SRX23849749,7508-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669824,SAMN40261154,simple,9606,Homo sapiens,PC3_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",PC3_etoposide_1,PC3,NKI,2023-01-01,Netherlands,Prostate,PC3,Etoposide treated,PC3_etoposide_1,Human
SRR28238623,30990375,2324278125,75,840,SRX23849750,7508-3,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669825,SAMN40261155,simple,9606,Homo sapiens,OPTIC14_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",OPTIC14_control_1,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Control,OPTIC14_control_1,Human
SRR28238622,31195685,2339676375,75,855,SRX23849751,7508-4,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669826,SAMN40261156,simple,9606,Homo sapiens,OPTIC14_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",OPTIC14_control_2,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Control,OPTIC14_control_2,Human
SRR28238621,31057132,2329284900,75,776,SRX23849752,7111-3,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669827,SAMN40261139,simple,9606,Homo sapiens,HAP1_GCN2KO_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",HAP1_GCN2KO_etoposide_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,GCN2 knockout controle + toposide treated,HAP1_GCN2KO_etoposide_1,Human
SRR28238620,40099463,3007459725,75,1099,SRX23849753,7508-5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669828,SAMN40261157,simple,9606,Homo sapiens,OPTIC14_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",OPTIC14_etoposide_1,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Etoposide treated,OPTIC14_etoposide_1,Human
SRR28238619,26091317,1956848775,75,723,SRX23849754,7508-6,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669829,SAMN40261158,simple,9606,Homo sapiens,OPTIC14_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",OPTIC14_etoposide_2,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Etoposide treated,OPTIC14_etoposide_2,Human
SRR28238618,60980990,4573574250,75,1629,SRX23849755,7508-7,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669830,SAMN40261159,simple,9606,Homo sapiens,P26T_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P26T_control_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Control,P26T_control_1,Human
SRR28238617,39739734,2980480050,75,1082,SRX23849756,7508-8,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669831,SAMN40261160,simple,9606,Homo sapiens,P26T_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P26T_etoposide_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Etoposide treated,P26T_etoposide_1,Human
SRR28238616,43049753,3228731475,75,1270,SRX23849757,7529-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669832,SAMN40261161,simple,9606,Homo sapiens,PC3_2_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",PC3_2_control_1,PC3,NKI,2023-01-01,Netherlands,Prostate,PC3,Control,PC3_2_control_1,Human
SRR28238615,68650421,5148781575,75,2013,SRX23849758,7529-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669833,SAMN40261162,simple,9606,Homo sapiens,PC3_2_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",PC3_2_etoposide_1,PC3,NKI,2023-01-01,Netherlands,Prostate,PC3,Etoposide treated,PC3_2_etoposide_1,Human
SRR28238614,41679176,3125938200,75,1171,SRX23849759,7417-5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669834,SAMN40261163,simple,9606,Homo sapiens,RAS11_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",RAS11_control_1,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Control,RAS11_control_1,Human
SRR28238613,65822016,4936651200,75,1842,SRX23849760,7417-6,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669835,SAMN40261164,simple,9606,Homo sapiens,RAS11_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",RAS11_control_2,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Control,RAS11_control_2,Human
SRR28238612,36209705,2715727875,75,1007,SRX23849761,7417-7,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669836,SAMN40261165,simple,9606,Homo sapiens,RAS11_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",RAS11_etoposide_1,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Etoposide treated,RAS11_etoposide_1,Human
SRR28238611,30154610,2261595750,75,853,SRX23849762,7417-8,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669837,SAMN40261166,simple,9606,Homo sapiens,RAS11_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",RAS11_etoposide_2,organoid,NKI,2023-01-01,Netherlands,Liver,organoid,Etoposide treated,RAS11_etoposide_2,Human
SRR28238610,108670023,8150251725,75,2699,SRX23849763,7111-4,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669838,SAMN40261140,simple,9606,Homo sapiens,HAP1_GCN2KO_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",HAP1_GCN2KO_etoposide_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,GCN2 knockout controle + toposide treated,HAP1_GCN2KO_etoposide_2,Human
SRR28238609,72710313,5453273475,75,2014,SRX23849764,7174-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669839,SAMN40261141,simple,9606,Homo sapiens,P6T_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P6T_control_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Control,P6T_control_1,Human
SRR28238608,61036461,4577734575,75,1700,SRX23849765,7174-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669840,SAMN40261142,simple,9606,Homo sapiens,P6T_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P6T_control_2,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Control,P6T_control_2,Human
SRR28238607,39101806,2932635450,75,1082,SRX23849766,7174-3,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669841,SAMN40261143,simple,9606,Homo sapiens,P6T_etoposide_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P6T_etoposide_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Etoposide treated,P6T_etoposide_1,Human
SRR28238606,31314238,2348567850,75,887,SRX23849767,7174-4,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669842,SAMN40261144,simple,9606,Homo sapiens,P6T_etoposide_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P6T_etoposide_2,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Etoposide treated,P6T_etoposide_2,Human
SRR28238605,44235278,3317645850,75,1223,SRX23849768,7174-5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669843,SAMN40261145,simple,9606,Homo sapiens,P19b_control_1,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P19b_control_1,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Control,P19b_control_1,Human
SRR28238604,32606316,2445473700,75,899,SRX23849769,7174-6,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20669844,SAMN40261146,simple,9606,Homo sapiens,P19b_control_2,Netherlands Cancer Institute,SRA1818369,05,2024,Hekkelman,"",P19b_control_2,organoid,NKI,2023-01-01,Netherlands,colon,organoid,Control,P19b_control_2,Human
SRR28323367,41506740,3113005500,75,1330,SRX23931826,6836-8,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736556,SAMN40261136,simple,9606,Homo sapiens,HAP1_SLFN11KO_etoposide_2,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_SLFN11KO_etoposide_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Schlafen11 knockout + Etoposide treated,HAP1_SLFN11KO_etoposide_2,Human
SRR28323366,46840327,3513024525,75,1477,SRX23931827,6836-7,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736558,SAMN40261135,simple,9606,Homo sapiens,HAP1_SLFN11KO_etoposide_1,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_SLFN11KO_etoposide_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Schlafen11 knockout + Etoposide treated,HAP1_SLFN11KO_etoposide_1,Human
SRR28323365,42495805,3187185375,75,1347,SRX23931828,6836-6,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736555,SAMN40261134,simple,9606,Homo sapiens,HAP1_etoposide_2,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_etoposide_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Etoposide treated,HAP1_etoposide_2,Human
SRR28323364,59413839,4456037925,75,1910,SRX23931829,6836-5,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736557,SAMN40261133,simple,9606,Homo sapiens,HAP1_etoposide_1,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_etoposide_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Etoposide treated,HAP1_etoposide_1,Human
SRR28323363,40136478,3010235850,75,1291,SRX23931830,6836-4,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736559,SAMN40261132,simple,9606,Homo sapiens,HAP1_SLFN11KO_control_2,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_SLFN11KO_control_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Schlafen11 Knockout Control,HAP1_SLFN11KO_control_2,Human
SRR28323362,53076857,3980764275,75,1681,SRX23931831,6836-3,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736561,SAMN40261131,simple,9606,Homo sapiens,HAP1_SLFN11KO_control_1,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_SLFN11KO_control_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Schlafen11 Knockout Control,HAP1_SLFN11KO_control_1,Human
SRR28323361,61778097,4633357275,75,1945,SRX23931832,6836-2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736560,SAMN40261130,simple,9606,Homo sapiens,HAP1_control_2,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_control_2,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Control,HAP1_control_2,Human
SRR28323360,46179834,3463487550,75,1459,SRX23931833,6836-1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP492776,PRJNA1082660,,"",SRS20736562,SAMN40261129,simple,9606,Homo sapiens,HAP1_control_1,Netherlands Cancer Institute,SRA1823157,05,2024,Hekkelman,"",HAP1_control_1,HAP1,NKI,2023-01-01,Netherlands,Blood,HAP1,Control,HAP1_control_1,Human
