Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment,geo_loc_name,collection_date
SRR20519113,23362057,1775516332,76,715,SRX16542929,GSM6368953,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177931,SAMN29872834,simple,197,Campylobacter jejuni,GSM6368953,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp2-RIBO-R2,NCTC11168,NCTC11168,delta-cmeB,untreated,missing,missing
SRR20519112,22436920,1705205920,76,689,SRX16542930,GSM6368954,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177932,SAMN29872833,simple,197,Campylobacter jejuni,GSM6368954,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp2-TIS(Ret)-R2,NCTC11168,NCTC11168,delta-cmeB,retapamulin 12.5 µg/ml,missing,missing
SRR20519111,21524713,1635878188,76,669,SRX16542931,GSM6368955,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177933,SAMN29872832,simple,197,Campylobacter jejuni,GSM6368955,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp2-RNA-R3,NCTC11168,NCTC11168,delta-cmeB,untreated,missing,missing
SRR20519110,23782247,1807450772,76,744,SRX16542932,GSM6368956,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177934,SAMN29872831,simple,197,Campylobacter jejuni,GSM6368956,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp2-RIBO-R3,NCTC11168,NCTC11168,delta-cmeB,untreated,missing,missing
SRR20519109,23517568,1787335168,76,735,SRX16542933,GSM6368957,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177935,SAMN29872830,simple,197,Campylobacter jejuni,GSM6368957,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp2-TIS(Ret)-R3,NCTC11168,NCTC11168,delta-cmeB,retapamulin 12.5 µg/ml,missing,missing
SRR20519108,20153969,1531701644,76,633,SRX16542934,GSM6368958,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177936,SAMN29872829,simple,197,Campylobacter jejuni,GSM6368958,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RNA-R1,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519107,19431338,1476781688,76,611,SRX16542935,GSM6368959,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177937,SAMN29872828,simple,197,Campylobacter jejuni,GSM6368959,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RIBO-R1,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519106,22204104,1687511904,76,700,SRX16542936,GSM6368960,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177938,SAMN29872827,simple,197,Campylobacter jejuni,GSM6368960,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TIS(Onc)-R1,NCTC11168,NCTC11168,wild-type,oncocin 50 µM,missing,missing
SRR20519105,20739636,1576212336,76,648,SRX16542937,GSM6368961,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177939,SAMN29872826,simple,197,Campylobacter jejuni,GSM6368961,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Mono)-R1,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
SRR20519104,24975915,1898169540,76,774,SRX16542938,GSM6368962,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177940,SAMN29872825,simple,197,Campylobacter jejuni,GSM6368962,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Di)-R1,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
SRR20519103,17439141,1325374716,76,528,SRX16542939,GSM6368963,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177941,SAMN29872824,simple,197,Campylobacter jejuni,GSM6368963,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RNA-R2,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519102,17080931,1298150756,76,490,SRX16542940,GSM6368964,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177942,SAMN29872823,simple,197,Campylobacter jejuni,GSM6368964,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RIBO-R2,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519101,15457854,1174796904,76,454,SRX16542941,GSM6368965,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177943,SAMN29872822,simple,197,Campylobacter jejuni,GSM6368965,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TIS(Onc)-R2,NCTC11168,NCTC11168,wild-type,oncocin 50 µM,missing,missing
SRR20519100,16693535,1268708660,76,480,SRX16542942,GSM6368966,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177944,SAMN29872821,simple,197,Campylobacter jejuni,GSM6368966,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Mono)-R2,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
SRR20519099,23209137,1763894412,76,678,SRX16542943,GSM6368967,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177945,SAMN29872820,simple,197,Campylobacter jejuni,GSM6368967,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Di)-R2,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
SRR20519098,21129427,1605836452,76,683,SRX16542944,GSM6368968,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177946,SAMN29872819,simple,197,Campylobacter jejuni,GSM6368968,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RNA-R3,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519097,18746951,1424768276,76,591,SRX16542945,GSM6368969,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177947,SAMN29872818,simple,197,Campylobacter jejuni,GSM6368969,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-RIBO-R3,NCTC11168,NCTC11168,wild-type,untreated,missing,missing
SRR20519096,18993436,1443501136,76,596,SRX16542946,GSM6368970,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177948,SAMN29872817,simple,197,Campylobacter jejuni,GSM6368970,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TIS(Onc)-R3,NCTC11168,NCTC11168,wild-type,oncocin 50 µM,missing,missing
SRR20519095,19553073,1486033548,76,621,SRX16542947,GSM6368971,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177950,SAMN29872816,simple,197,Campylobacter jejuni,GSM6368971,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Mono)-R3,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
SRR20519094,22487707,1709065732,76,723,SRX16542948,GSM6368972,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP387753,PRJNA860962,,"",SRS14177949,SAMN29872815,simple,197,Campylobacter jejuni,GSM6368972,"Bioinformatics Group (AG Backofen), Department of Computer Science, Albert-Ludwigs-University Freiburg",SRA1461471,05,2024,Gelhausen,NCTC11168,Exp3-TTS(Di)-R3,NCTC11168,NCTC11168,wild-type,apidaecin 137 50 µM,missing,missing
