Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,treatment,geo_loc_name,collection_date
SRR26261540,143057249,14448782149,101,4409,SRX21971142,GSM7816474,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047047,SAMN37652041,simple,9606,Homo sapiens,GSM7816474,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 8hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261539,139255236,14064778836,101,4330,SRX21971143,GSM7816475,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047048,SAMN37652040,simple,9606,Homo sapiens,GSM7816475,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 8hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261538,147357013,14883058313,101,4531,SRX21971144,GSM7816476,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048965,SAMN37652039,simple,9606,Homo sapiens,GSM7816476,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 16hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261537,124280376,12552317976,101,3934,SRX21971145,GSM7816477,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047049,SAMN37652038,simple,9606,Homo sapiens,GSM7816477,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 16hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261536,140376290,14178005290,101,4677,SRX21971146,GSM7816478,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047050,SAMN37652037,simple,9606,Homo sapiens,GSM7816478,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 24hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261535,138310795,13969390295,101,4608,SRX21971147,GSM7816479,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048740,SAMN37652036,simple,9606,Homo sapiens,GSM7816479,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RiboSeq, cyclo, 24hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261534,71356633,7207019933,101,2401,SRX21971148,GSM7816480,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047051,SAMN37652035,simple,9606,Homo sapiens,GSM7816480,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RiboSeq, harr, 0hpi, rep1",SupT1,SupT1,T-cell,harringtonine,missing,missing
SRR26261533,73693387,7443032087,101,2167,SRX21971149,GSM7816489,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047052,SAMN37652026,simple,9606,Homo sapiens,GSM7816489,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, DisomeSeq, cyclo, 0hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261532,84891352,8574026552,101,2464,SRX21971150,GSM7816490,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19048279,SAMN37652025,simple,9606,Homo sapiens,GSM7816490,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 8hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261531,72332184,7305550584,101,2110,SRX21971151,GSM7816491,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047457,SAMN37652024,simple,9606,Homo sapiens,GSM7816491,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 8hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261530,69718261,7041544361,101,2052,SRX21971152,GSM7816492,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047053,SAMN37652023,simple,9606,Homo sapiens,GSM7816492,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 16hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261529,109386637,11048050337,101,3238,SRX21971153,GSM7816493,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047458,SAMN37652022,simple,9606,Homo sapiens,GSM7816493,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 16hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261528,81862382,8268100582,101,2393,SRX21971154,GSM7816494,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047460,SAMN37652021,simple,9606,Homo sapiens,GSM7816494,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 24hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261527,95975741,9693549841,101,2801,SRX21971155,GSM7816495,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,SRP464250,PRJNA1023231,,"",SRS19047054,SAMN37652020,simple,9606,Homo sapiens,GSM7816495,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, DisomeSeq, cyclo, 24hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261526,22847774,3450013874,151,1471,SRX21971156,GSM7816496,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047055,SAMN37652019,simple,9606,Homo sapiens,GSM7816496,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RNASeq, 0hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261525,21335461,3221654611,151,1363,SRX21971157,GSM7816497,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047056,SAMN37652018,simple,9606,Homo sapiens,GSM7816497,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 mock, RNASeq, 0hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261524,20677749,3122340099,151,1344,SRX21971158,GSM7816498,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047057,SAMN37652017,simple,9606,Homo sapiens,GSM7816498,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 8hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261523,21850031,3299354681,151,1412,SRX21971159,GSM7816499,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047459,SAMN37652016,simple,9606,Homo sapiens,GSM7816499,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 8hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261522,22613754,3414676854,151,1450,SRX21971160,GSM7816500,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047058,SAMN37652015,simple,9606,Homo sapiens,GSM7816500,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 16hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261521,22068529,3332347879,151,1417,SRX21971161,GSM7816501,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047059,SAMN37652014,simple,9606,Homo sapiens,GSM7816501,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 16hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261520,23874248,3605011448,151,1532,SRX21971162,GSM7816502,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19048741,SAMN37652013,simple,9606,Homo sapiens,GSM7816502,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 24hpi, rep1",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR26261519,21710940,3278351940,151,1404,SRX21971163,GSM7816503,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP464250,PRJNA1023231,,"",SRS19047060,SAMN37652012,simple,9606,Homo sapiens,GSM7816503,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA1724813,11,2024,Caliskan,SupT1,"SupT1 infected, RNASeq, 24hpi, rep2",SupT1,SupT1,T-cell,cycloheximide,missing,missing
SRR31549775,13490,19658608,1457,15,SRX26915954,GSM8656237,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394897,SAMN45100392,simple,9606,Homo sapiens,GSM8656237,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 8hpi, rep1",SupT1,SupT1,T-cell,,missing,missing
SRR31549774,15435,21940424,1421,16,SRX26915955,GSM8656238,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394898,SAMN45100391,simple,9606,Homo sapiens,GSM8656238,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 8hpi, rep2",SupT1,SupT1,T-cell,,missing,missing
SRR31549773,20977,33742758,1608,25,SRX26915956,GSM8656239,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394899,SAMN45100390,simple,9606,Homo sapiens,GSM8656239,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 16hpi, rep1",SupT1,SupT1,T-cell,,missing,missing
SRR31549772,19192,30712930,1600,23,SRX26915957,GSM8656240,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394900,SAMN45100389,simple,9606,Homo sapiens,GSM8656240,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 16hpi, rep2",SupT1,SupT1,T-cell,,missing,missing
SRR31549771,27012,38940190,1441,29,SRX26915958,GSM8656241,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394901,SAMN45100388,simple,9606,Homo sapiens,GSM8656241,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 24hpi, rep1",SupT1,SupT1,T-cell,,missing,missing
SRR31549770,27526,40778172,1481,31,SRX26915959,GSM8656242,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP464250,PRJNA1023231,,"",SRS23394902,SAMN45100387,simple,9606,Homo sapiens,GSM8656242,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, Nanopore, 24hpi, rep2",SupT1,SupT1,T-cell,,missing,missing
SRR31549769,1081232,324369600,150,107,SRX26915960,GSM8656243,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464250,PRJNA1023231,,"",SRS23394903,SAMN45100386,simple,9606,Homo sapiens,GSM8656243,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, DMS-Seq, 24hpi, DMS, rep1",SupT1,SupT1,T-cell,Dimethyl sulfate,missing,missing
SRR31549768,1196734,359020200,150,117,SRX26915961,GSM8656244,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464250,PRJNA1023231,,"",SRS23394904,SAMN45100385,simple,9606,Homo sapiens,GSM8656244,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, DMS-Seq, 24hpi, DMS, rep2",SupT1,SupT1,T-cell,Dimethyl sulfate,missing,missing
SRR31549767,574539,172361700,150,42,SRX26915962,GSM8656245,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464250,PRJNA1023231,,"",SRS23394905,SAMN45100384,simple,9606,Homo sapiens,GSM8656245,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, DMS-Seq, 24hpi, ethanol, rep1",SupT1,SupT1,T-cell,Ethanol,missing,missing
SRR31549766,428625,128587500,150,32,SRX26915963,GSM8656246,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP464250,PRJNA1023231,,"",SRS23394906,SAMN45100383,simple,9606,Homo sapiens,GSM8656246,"Recoding Mechanisms in Infections, Helmholtz Institute for RNA-based Infection Research (HIRI)",SRA2024365,12,2024,Caliskan,SupT1,"SupT1 infected, DMS-Seq, 24hpi, ethanol, rep2",SupT1,SupT1,T-cell,Ethanol,missing,missing
