Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27790699,20658714,1363475124,66,464,SRX23454873,GSM8047440,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307900,SAMN39677027,simple,9606,Homo sapiens,GSM8047440,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OSwt_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,wild type,Thapsigargin for 2 hours,missing,missing
SRR27790698,45131766,2978696556,66,993,SRX23454874,GSM8047441,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307901,SAMN39677026,simple,9606,Homo sapiens,GSM8047441,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OSwt_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,wild type,Thapsigargin for 2 hours,missing,missing
SRR27790697,11999448,791963568,66,273,SRX23454875,GSM8047442,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307902,SAMN39677025,simple,9606,Homo sapiens,GSM8047442,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BPKO_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27790696,24437611,1612882326,66,542,SRX23454876,GSM8047443,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307903,SAMN39677024,simple,9606,Homo sapiens,GSM8047443,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BPKO_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27790695,19590398,1292966268,66,441,SRX23454877,GSM8047444,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307904,SAMN39677023,simple,9606,Homo sapiens,GSM8047444,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP1wt_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,Thapsigargin for 2 hours,missing,missing
SRR27790694,13544840,893959440,66,303,SRX23454878,GSM8047445,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307905,SAMN39677022,simple,9606,Homo sapiens,GSM8047445,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP1wt_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,Thapsigargin for 2 hours,missing,missing
SRR27790693,46420849,3063776034,66,1009,SRX23454879,GSM8047446,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307906,SAMN39677021,simple,9606,Homo sapiens,GSM8047446,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP2A_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,Thapsigargin for 2 hours,missing,missing
SRR27790692,21116470,1393687020,66,466,SRX23454880,GSM8047447,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307908,SAMN39677020,simple,9606,Homo sapiens,GSM8047447,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP2A_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,Thapsigargin for 2 hours,missing,missing
SRR27790691,68254285,4504782810,66,1494,SRX23454881,GSM8047448,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307907,SAMN39677019,simple,9606,Homo sapiens,GSM8047448,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP2B_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,Thapsigargin for 2 hours,missing,missing
SRR27790690,57608616,3802168656,66,1243,SRX23454882,GSM8047449,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486935,PRJNA1071171,,"",SRS20307909,SAMN39677018,simple,9606,Homo sapiens,GSM8047449,UCSF,SRA1794718,10,2024,Aghi,Bone,Riboseq_U2OS_G3BP2B_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,Thapsigargin for 2 hours,missing,missing
