Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,geo_loc_name,collection_date
SRR26500030,202722,60816600,150,23,SRX22203709,GSM7856951,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259129,SAMN37950276,simple,9606,Homo sapiens,GSM7856951,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F'2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500029,6528844,1958653200,150,722,SRX22203710,GSM7856963,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259131,SAMN37950264,simple,9606,Homo sapiens,GSM7856963,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep3_F'4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500028,76413,22923900,150,9,SRX22203711,GSM7856950,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259130,SAMN37950277,simple,9606,Homo sapiens,GSM7856950,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep1_F'1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500027,110872,33261600,150,13,SRX22203712,GSM7856965,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259132,SAMN37950262,simple,9606,Homo sapiens,GSM7856965,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F'1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500026,5071630,1521489000,150,557,SRX22203713,GSM7856949,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259133,SAMN37950278,simple,9606,Homo sapiens,GSM7856949,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep2_techrep3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500025,6235198,1870559400,150,696,SRX22203714,GSM7856967,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259134,SAMN37950260,simple,9606,Homo sapiens,GSM7856967,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F'3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500024,5411497,1623449100,150,611,SRX22203715,GSM7856948,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259135,SAMN37950279,simple,9606,Homo sapiens,GSM7856948,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep2_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500023,5811950,1743585000,150,645,SRX22203716,GSM7856969,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259136,SAMN37950258,simple,9606,Homo sapiens,GSM7856969,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F'5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500022,5814814,1744444200,150,644,SRX22203717,GSM7856947,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259137,SAMN37950280,simple,9606,Homo sapiens,GSM7856947,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep2_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500021,635676,190702800,150,72,SRX22203718,GSM7856971,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259138,SAMN37950256,simple,9606,Homo sapiens,GSM7856971,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep2_F'2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500020,5760190,1728057000,150,640,SRX22203719,GSM7856946,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259139,SAMN37950281,simple,9606,Homo sapiens,GSM7856946,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep1_techrep3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500019,4988715,1496614500,150,552,SRX22203720,GSM7856973,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259140,SAMN37950254,simple,9606,Homo sapiens,GSM7856973,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep2_F'4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500018,2828590,848577000,150,318,SRX22203721,GSM7856945,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259141,SAMN37950282,simple,9606,Homo sapiens,GSM7856945,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep1_techrep2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500017,118499,35549700,150,14,SRX22203722,GSM7856975,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259142,SAMN37950252,simple,9606,Homo sapiens,GSM7856975,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep3_F'1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500016,4244559,1273367700,150,468,SRX22203723,GSM7856944,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259143,SAMN37950283,simple,9606,Homo sapiens,GSM7856944,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_total_RNA_biorep1_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500015,7125339,2137601700,150,787,SRX22203724,GSM7856977,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259144,SAMN37950250,simple,9606,Homo sapiens,GSM7856977,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep3_F'3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500014,737840,221352000,150,83,SRX22203725,GSM7856956,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259145,SAMN37950271,simple,9606,Homo sapiens,GSM7856956,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep2_F'2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500013,8985016,2695504800,150,992,SRX22203726,GSM7856979,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259146,SAMN37950248,simple,9606,Homo sapiens,GSM7856979,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep3_F'5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500012,108028,32408400,150,13,SRX22203727,GSM7856960,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259148,SAMN37950267,simple,9606,Homo sapiens,GSM7856960,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep3_F'1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500011,7598461,2279538300,150,848,SRX22203728,GSM7856981,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259147,SAMN37950246,simple,9606,Homo sapiens,GSM7856981,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_biorep2_techrep1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500010,5127613,1538283900,150,569,SRX22203729,GSM7856962,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259149,SAMN37950265,simple,9606,Homo sapiens,GSM7856962,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep3_F'3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500009,6607671,1982301300,150,444,SRX22203730,GSM7856983,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259150,SAMN37950244,simple,9606,Homo sapiens,GSM7856983,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,NA,ROI1_WT_plasmid_techrep1,NA,NA,NA,missing,missing
SRR26500008,6048530,1814559000,150,675,SRX22203731,GSM7856964,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259151,SAMN37950263,simple,9606,Homo sapiens,GSM7856964,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep1_techrep3_F'5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500007,2416925,725077500,150,201,SRX22203732,GSM7856985,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259152,SAMN37950242,simple,9606,Homo sapiens,GSM7856985,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep2_techrep1_input,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500006,329884,98965200,150,37,SRX22203733,GSM7856966,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259154,SAMN37950261,simple,9606,Homo sapiens,GSM7856966,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F'2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500005,704891,211467300,150,58,SRX22203734,GSM7856987,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259153,SAMN37950240,simple,9606,Homo sapiens,GSM7856987,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep2_techrep1_P4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500004,8955469,2686640700,150,990,SRX22203735,GSM7856968,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259155,SAMN37950259,simple,9606,Homo sapiens,GSM7856968,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep1_F'4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500003,3278802,983640600,150,272,SRX22203736,GSM7856989,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259156,SAMN37950238,simple,9606,Homo sapiens,GSM7856989,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep2_techrep1_P6,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500002,86165,25849500,150,10,SRX22203737,GSM7856970,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259157,SAMN37950257,simple,9606,Homo sapiens,GSM7856970,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep2_F'1,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500001,408834,122650200,150,35,SRX22203738,GSM7856991,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259159,SAMN37950236,simple,9606,Homo sapiens,GSM7856991,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep2_techrep1_P3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26500000,5394580,1618374000,150,597,SRX22203739,GSM7856972,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259160,SAMN37950255,simple,9606,Homo sapiens,GSM7856972,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep2_F'3,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499999,321822,96546600,150,27,SRX22203740,GSM7856993,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259158,SAMN37950234,simple,9606,Homo sapiens,GSM7856993,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI2_genomic_DNA_FC_biorep2_techrep1_P5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499998,4939085,1481725500,150,549,SRX22203741,GSM7856974,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259161,SAMN37950253,simple,9606,Homo sapiens,GSM7856974,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep2_F'5,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499997,3423404,1027021200,150,284,SRX22203742,GSM7856995,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259162,SAMN37950232,simple,9606,Homo sapiens,GSM7856995,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep1_techrep1_input,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499996,690806,207241800,150,78,SRX22203743,GSM7856976,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP468162,PRJNA1031631,1,"",SRS19259164,SAMN37950251,simple,9606,Homo sapiens,GSM7856976,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_fractionated_RNA_biorep2_techrep3_F'2,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
SRR26499995,5790878,1737263400,150,480,SRX22203744,GSM7856997,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP468162,PRJNA1031631,1,"",SRS19259163,SAMN37950230,simple,9606,Homo sapiens,GSM7856997,"Cenik, Molecular Biosciences, The University of Texas at Austin",SRA1738842,11,2023,Makar,HEK293T LLP iCasp9 Blast,ROI1_genomic_DNA_FC_biorep1_techrep1_P4,HEK293T LLP iCasp9 Blast,HEK293T LLP iCasp9 Blast,Induction of transcription from landing pad with addition of 2 µg/mL Doxycycline,missing,missing
