Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,treatment,geo_loc_name,collection_date
SRR19266944,30678572,3129214344,51,923,SRX15327331,GSM6165835,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055735,SAMN28524585,simple,4932,Saccharomyces cerevisiae,GSM6165835,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,WT_CHX 1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,CHX,missing,missing
SRR19266943,36873599,3761107098,51,1112,SRX15327332,GSM6165836,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055736,SAMN28524584,simple,4932,Saccharomyces cerevisiae,GSM6165836,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,WT_CHX 2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,CHX,missing,missing
SRR19266942,30726906,3134144412,51,929,SRX15327333,GSM6165837,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055737,SAMN28524583,simple,4932,Saccharomyces cerevisiae,GSM6165837,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,upf1_DMSO 1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,DMSO,missing,missing
SRR19266941,32575876,3322739352,51,973,SRX15327334,GSM6165838,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055738,SAMN28524582,simple,4932,Saccharomyces cerevisiae,GSM6165838,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,upf1_DMSO 2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,DMSO,missing,missing
SRR19266940,36303282,3702934764,51,1079,SRX15327335,GSM6165839,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055739,SAMN28524581,simple,4932,Saccharomyces cerevisiae,GSM6165839,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,upf1_CHX 1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,CHX,missing,missing
SRR19266939,32113611,3275588322,51,949,SRX15327336,GSM6165840,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375873,PRJNA839352,38443115,"",SRS13055740,SAMN28524580,simple,4932,Saccharomyces cerevisiae,GSM6165840,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422500,02,2024,Andjus,BY4741,upf1_CHX 2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,CHX,missing,missing
SRR19266961,110047795,5612437545,51,1701,SRX15327344,GSM6165841,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055748,SAMN28524679,simple,4932,Saccharomyces cerevisiae,GSM6165841,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,WT-1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,none,missing,missing
SRR19266960,120212558,6130840458,51,1872,SRX15327345,GSM6165842,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055749,SAMN28524678,simple,4932,Saccharomyces cerevisiae,GSM6165842,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,WT-2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,none,missing,missing
SRR19266959,103106433,5258428083,51,1591,SRX15327346,GSM6165843,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055750,SAMN28524677,simple,4932,Saccharomyces cerevisiae,GSM6165843,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,WT_CHX_1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,CHX,missing,missing
SRR19266958,102456554,5225284254,51,1577,SRX15327347,GSM6165844,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055751,SAMN28524676,simple,4932,Saccharomyces cerevisiae,GSM6165844,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,WT_CHX_2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,CHX,missing,missing
SRR19266957,115604775,5895843525,51,1775,SRX15327348,GSM6165845,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055752,SAMN28524675,simple,4932,Saccharomyces cerevisiae,GSM6165845,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,upf1-1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,none,missing,missing
SRR19266956,107067926,5460464226,51,1654,SRX15327349,GSM6165846,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055753,SAMN28524674,simple,4932,Saccharomyces cerevisiae,GSM6165846,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,upf1-2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,none,missing,missing
SRR19266955,95832417,4887453267,51,1475,SRX15327350,GSM6165847,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055754,SAMN28524673,simple,4932,Saccharomyces cerevisiae,GSM6165847,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,upf1_CHX_1,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,CHX,missing,missing
SRR19266954,97086739,4951423689,51,1499,SRX15327351,GSM6165848,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375875,PRJNA839351,38443115,"",SRS13055755,SAMN28524672,simple,4932,Saccharomyces cerevisiae,GSM6165848,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1422495,02,2024,Andjus,BY4741,upf1_CHX_2,BY4741,BY4741,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1*::kanMX4,CHX,missing,missing
SRR24657813,35245990,3595090980,51,1118,SRX20437459,GSM7386076,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744077,SAMN35178395,simple,4932,Saccharomyces cerevisiae,GSM7386076,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202_upf1_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1{delta}::kanMX4,Control,missing,missing
SRR24657812,39821632,4061806464,51,1252,SRX20437460,GSM7386080,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744078,SAMN35178391,simple,4932,Saccharomyces cerevisiae,GSM7386080,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6_xrn1_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 xrn1{delta}::kanMX4,Control,missing,missing
SRR24657811,31211570,3183580140,51,962,SRX20437461,GSM7386075,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744079,SAMN35178396,simple,4932,Saccharomyces cerevisiae,GSM7386075,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_Gs_CHX_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Glucose starvation + CHX,missing,missing
SRR24657810,28792532,2936838264,51,874,SRX20437462,GSM7386074,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744082,SAMN35178397,simple,4932,Saccharomyces cerevisiae,GSM7386074,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_Gs_CHX_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Glucose starvation + CHX,missing,missing
SRR24657809,33789946,3446574492,51,1025,SRX20437463,GSM7386073,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744080,SAMN35178398,simple,4932,Saccharomyces cerevisiae,GSM7386073,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_CHX_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Control - CHX,missing,missing
SRR24657808,33293888,3395976576,51,1009,SRX20437464,GSM7386072,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744083,SAMN35178399,simple,4932,Saccharomyces cerevisiae,GSM7386072,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_CHX_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Control - CHX,missing,missing
SRR24657807,27784293,2833997886,51,869,SRX20437465,GSM7386071,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744081,SAMN35178400,simple,4932,Saccharomyces cerevisiae,GSM7386071,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_Gs_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Glucose starvation - Mock,missing,missing
SRR24657806,30056109,3065723118,51,952,SRX20437466,GSM7386070,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744084,SAMN35178401,simple,4932,Saccharomyces cerevisiae,GSM7386070,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_Gs_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Glucose starvation - Mock,missing,missing
SRR24657805,32590609,3324242118,51,1036,SRX20437467,GSM7386069,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744086,SAMN35178402,simple,4932,Saccharomyces cerevisiae,GSM7386069,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Control - Mock,missing,missing
SRR24657804,36081322,3680294844,51,1139,SRX20437468,GSM7386068,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744085,SAMN35178403,simple,4932,Saccharomyces cerevisiae,GSM7386068,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1_WT_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0,YAM1,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0,Control - Mock,missing,missing
SRR24657803,35419668,3612806136,51,1106,SRX20437469,GSM7386079,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744088,SAMN35178392,simple,4932,Saccharomyces cerevisiae,GSM7386079,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202_upf1_Gs_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1{delta}::kanMX4,Glucose starvation,missing,missing
SRR24657802,32270739,3291615378,51,1012,SRX20437470,GSM7386078,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744089,SAMN35178393,simple,4932,Saccharomyces cerevisiae,GSM7386078,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202_upf1_Gs_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1{delta}::kanMX4,Glucose starvation,missing,missing
SRR24657801,32964487,3362377674,51,1034,SRX20437471,GSM7386077,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744090,SAMN35178394,simple,4932,Saccharomyces cerevisiae,GSM7386077,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202_upf1_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 upf1Δ::kanMX4,YAM202,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 upf1{delta}::kanMX4,Control,missing,missing
SRR24657800,29230227,2981483154,51,913,SRX20437472,GSM7386081,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744087,SAMN35178390,simple,4932,Saccharomyces cerevisiae,GSM7386081,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6_xrn1_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 xrn1{delta}::kanMX4,Control,missing,missing
SRR24657799,40086700,4088843400,51,1246,SRX20437473,GSM7386082,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744091,SAMN35178389,simple,4932,Saccharomyces cerevisiae,GSM7386082,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6_xrn1_Gs_1,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 xrn1{delta}::kanMX4,Glucose starvation,missing,missing
SRR24657798,33450187,3411919074,51,1048,SRX20437474,GSM7386083,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP438612,PRJNA974380,38443115,"",SRS17744092,SAMN35178388,simple,4932,Saccharomyces cerevisiae,GSM7386083,"Non-coding RNA, epigenetics and genome fluidity, UMR3244, Institut Curie",SRA1640845,02,2024,Andjus,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6_xrn1_Gs_2,MATa his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 xrn1Δ::kanMX4,YAM6,MATa his3{delta}1 leu2{delta}0 met15{delta}0 ura3{delta}0 xrn1{delta}::kanMX4,Glucose starvation,missing,missing
