Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR27791766,31248660,2062411560,66,744,SRX23455424,GSM8047396,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308455,SAMN39678531,simple,9606,Homo sapiens,GSM8047396,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OSwt_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,wild type,Thapsigargin for 2 hours,missing,missing
SRR27791765,25286197,1668889002,66,603,SRX23455425,GSM8047397,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308456,SAMN39678530,simple,9606,Homo sapiens,GSM8047397,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OSwt_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,wild type,Thapsigargin for 2 hours,missing,missing
SRR27791764,36138919,2385168654,66,851,SRX23455426,GSM8047398,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308457,SAMN39678529,simple,9606,Homo sapiens,GSM8047398,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BPKO_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27791763,27750364,1831524024,66,655,SRX23455427,GSM8047399,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308458,SAMN39678528,simple,9606,Homo sapiens,GSM8047399,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BPKO_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,"G3BP1/2 KO, G3BP deletions by CRISPR Cas9 machinery (doi: 10.1083/jcb.201508028)",Thapsigargin for 2 hours,missing,missing
SRR27791762,31490633,2078381778,66,739,SRX23455428,GSM8047400,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308459,SAMN39678527,simple,9606,Homo sapiens,GSM8047400,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP1wt_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,Thapsigargin for 2 hours,missing,missing
SRR27791761,32190191,2124552606,66,759,SRX23455429,GSM8047401,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308460,SAMN39678526,simple,9606,Homo sapiens,GSM8047401,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP1wt_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP1,Thapsigargin for 2 hours,missing,missing
SRR27791760,39577743,2612131038,66,901,SRX23455430,GSM8047402,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308461,SAMN39678525,simple,9606,Homo sapiens,GSM8047402,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2A_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,Thapsigargin for 2 hours,missing,missing
SRR27791759,42804930,2825125380,66,974,SRX23455431,GSM8047403,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308462,SAMN39678524,simple,9606,Homo sapiens,GSM8047403,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2A_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2A,Thapsigargin for 2 hours,missing,missing
SRR27791758,44932852,2965568232,66,1021,SRX23455432,GSM8047404,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308463,SAMN39678523,simple,9606,Homo sapiens,GSM8047404,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2B_Thaps_Rep1,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,Thapsigargin for 2 hours,missing,missing
SRR27791757,52683360,3477101760,66,1195,SRX23455433,GSM8047405,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP486945,PRJNA1071162,,"",SRS20308464,SAMN39678522,simple,9606,Homo sapiens,GSM8047405,UCSF,SRA1794719,10,2024,Aghi,Bone,RNAseq_U2OS_G3BP2B_Thaps_Rep2,Bone,Bone,U-2OS,epithelial,G3BP1/2 KO cells stably expressing transgenic mEGFP-G3BP2B,Thapsigargin for 2 hours,missing,missing
