Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,fraction,geo_loc_name,collection_date
SRR29790659,188307217,56492165100,150,17536,SRX25290026,GSM8391537,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968747,SAMN42438468,simple,9606,Homo sapiens,GSM8391537,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.riboseq.rep2,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,NA,ribosome protected footprint,missing,missing
SRR29790658,180161743,54048522900,150,16675,SRX25290027,GSM8391538,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968746,SAMN42438467,simple,9606,Homo sapiens,GSM8391538,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.riboseq.rep3,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,NA,ribosome protected footprint,missing,missing
SRR29790657,51208107,15362432100,150,4694,SRX25290028,GSM8391539,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968748,SAMN42438466,simple,9606,Homo sapiens,GSM8391539,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.input.rep1,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790656,47090259,14127077700,150,4290,SRX25290029,GSM8391540,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968749,SAMN42438465,simple,9606,Homo sapiens,GSM8391540,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.input.rep2,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790655,45048836,13514650800,150,4125,SRX25290030,GSM8391541,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968751,SAMN42438464,simple,9606,Homo sapiens,GSM8391541,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.input.rep3,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790654,50410050,15123015000,150,4543,SRX25290031,GSM8391542,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968750,SAMN42438463,simple,9606,Homo sapiens,GSM8391542,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.input.rep1,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790653,49173805,14752141500,150,4456,SRX25290032,GSM8391543,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968752,SAMN42438462,simple,9606,Homo sapiens,GSM8391543,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.input.rep2,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790652,51563361,15469008300,150,4615,SRX25290033,GSM8391544,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968753,SAMN42438461,simple,9606,Homo sapiens,GSM8391544,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.input.rep3,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,cytoplamic RNA,missing,missing
SRR29790651,137839605,41351881500,150,13060,SRX25290034,GSM8391545,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968754,SAMN42438460,simple,9606,Homo sapiens,GSM8391545,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.riboseq.rep1,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
SRR29790650,166975056,50092516800,150,15885,SRX25290035,GSM8391546,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968755,SAMN42438459,simple,9606,Homo sapiens,GSM8391546,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.riboseq.rep2,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
SRR29790649,131945551,39583665300,150,11956,SRX25290036,GSM8391547,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968756,SAMN42438458,simple,9606,Homo sapiens,GSM8391547,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.NC.Torin1.riboseq.rep3,Huh7,Huh7,hepatocellular carcinoma cell line,Negative Control,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
SRR29790648,133378017,40013405100,150,12372,SRX25290037,GSM8391548,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968757,SAMN42438457,simple,9606,Homo sapiens,GSM8391548,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.riboseq.rep1,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
SRR29790647,96458598,28937579400,150,8808,SRX25290038,GSM8391549,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968758,SAMN42438456,simple,9606,Homo sapiens,GSM8391549,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.riboseq.rep2,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
SRR29790646,111257219,33377165700,150,10458,SRX25290039,GSM8391550,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP456796,PRJNA1008741,39103523,"",SRS21968759,SAMN42438455,simple,9606,Homo sapiens,GSM8391550,Fudan University,SRA1922210,09,2024,Miao,Huh7,Huh7.SMYD5KO.Torin1.riboseq.rep3,Huh7,Huh7,hepatocellular carcinoma cell line,SMYD5 knockout,50 nM Torin1 for 12 hr,ribosome protected footprint,missing,missing
