Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,geo_loc_name,collection_date
SRR31074198,9729296,1459394400,150,531,SRX26457674,GSM8586940,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972747,SAMN44381093,simple,6239,Caenorhabditis elegans,GSM8586940,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, rpl-5(0)/mc6, 4 days old, L4 stage, replicate 1",whole body,whole body,rpl-5(0)/mc6,missing,missing
SRR31074197,11084004,1662600600,150,609,SRX26457675,GSM8586941,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972748,SAMN44381092,simple,6239,Caenorhabditis elegans,GSM8586941,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, rps-23(0)/tmc5, 4 days old, L4 stage, replicate 2",whole body,whole body,rps-23(0)/tmc5,missing,missing
SRR31074196,12371316,1855697400,150,668,SRX26457676,GSM8586942,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972749,SAMN44381091,simple,6239,Caenorhabditis elegans,GSM8586942,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, wild-type/tmc5, 4 days old, pre-gravid adults, replicate 2",whole body,whole body,wild-type/tmc5,missing,missing
SRR31074195,11535173,1730275950,150,628,SRX26457677,GSM8586943,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972750,SAMN44381090,simple,6239,Caenorhabditis elegans,GSM8586943,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, wild-type/tmc5, 3 days old, L4 stage, replicate 2",whole body,whole body,wild-type/tmc5,missing,missing
SRR31074194,60196009,3611760540,60,1135,SRX26457678,GSM8586944,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972751,SAMN44381089,simple,6239,Caenorhabditis elegans,GSM8586944,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, wild-type/mc6, 3 days old, L4 stage replicate-2",whole body,whole body,wild-type/mc6,missing,missing
SRR31074193,46901459,2814087540,60,880,SRX26457679,GSM8586945,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972752,SAMN44381088,simple,6239,Caenorhabditis elegans,GSM8586945,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, wild-type/mc6, 4 days old, pre-gravid adults, replicate-2",whole body,whole body,wild-type/mc6,missing,missing
SRR31074192,32839089,1970345340,60,627,SRX26457680,GSM8586946,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972753,SAMN44381087,simple,6239,Caenorhabditis elegans,GSM8586946,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, rpl-33(0)/mc6, 4 days old, L4 stage, replicate-2",whole body,whole body,rpl-33(0)/mc6,missing,missing
SRR31074191,34249021,2054941260,60,650,SRX26457681,GSM8586947,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972754,SAMN44381086,simple,6239,Caenorhabditis elegans,GSM8586947,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"Ribo-Seq, rpl-5(0)/mc6, 4 days old, L4 stage, replicate-2",whole body,whole body,rpl-5(0)/mc6,missing,missing
SRR31074190,1684663,168466300,60,57,SRX26457682,GSM8586948,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972755,SAMN44381085,simple,6239,Caenorhabditis elegans,GSM8586948,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rpl-33(0)/mc6, Day-4, replicate-1",whole body,whole body,rpl-33(0)/mc6,missing,missing
SRR31074189,2677771,267777100,60,90,SRX26457683,GSM8586949,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972756,SAMN44381084,simple,6239,Caenorhabditis elegans,GSM8586949,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rpl-5(0)/mc6, Day-4, replicate-1",whole body,whole body,rpl-5(0)/mc6,missing,missing
SRR31074188,3945558,394555800,60,133,SRX26457684,GSM8586950,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972757,SAMN44381083,simple,6239,Caenorhabditis elegans,GSM8586950,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/mc6, Day-3, L4 stage, replicate-1",whole body,whole body,wild-type/mc6,missing,missing
SRR31074187,1913719,191371900,60,65,SRX26457685,GSM8586951,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972758,SAMN44381082,simple,6239,Caenorhabditis elegans,GSM8586951,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/mc6, Day-4, pregravid adults, replicate-1",whole body,whole body,wild-type/mc6,missing,missing
SRR31074186,3058754,305875400,60,103,SRX26457686,GSM8586952,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972759,SAMN44381081,simple,6239,Caenorhabditis elegans,GSM8586952,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rps-10(0)/tmc20, Day-4, L4 stage, replicate-1",whole body,whole body,rps-10(0)/tmc20,missing,missing
SRR31074185,1866195,186619500,60,63,SRX26457687,GSM8586953,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972760,SAMN44381080,simple,6239,Caenorhabditis elegans,GSM8586953,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc20, Day-3, L4 stage, replicate-1,",whole body,whole body,wild-type/tmc20,missing,missing
SRR31074184,1946333,194633300,60,66,SRX26457688,GSM8586954,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972761,SAMN44381079,simple,6239,Caenorhabditis elegans,GSM8586954,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc20, Day-4, pregravid adults, replicate-1",whole body,whole body,wild-type/tmc20,missing,missing
SRR31074183,2196980,219698000,60,74,SRX26457689,GSM8586955,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972762,SAMN44381078,simple,6239,Caenorhabditis elegans,GSM8586955,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rps-23(0)/tmc5, Day-4, L4 stage, replicate-1",whole body,whole body,rps-23(0)/tmc5,missing,missing
SRR31074182,2107049,210704900,60,71,SRX26457690,GSM8586956,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972763,SAMN44381077,simple,6239,Caenorhabditis elegans,GSM8586956,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc5, Day-4, pregravid adults, replicate-1",whole body,whole body,wild-type/tmc5,missing,missing
SRR31074181,2823039,282303900,60,95,SRX26457691,GSM8586957,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972764,SAMN44381076,simple,6239,Caenorhabditis elegans,GSM8586957,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc5, Day-3, L4 stage, replicate-1",whole body,whole body,wild-type/tmc5,missing,missing
SRR31074180,2056365,205636500,60,69,SRX26457692,GSM8586958,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972765,SAMN44381075,simple,6239,Caenorhabditis elegans,GSM8586958,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rpl-33(0)/mc6, Day-4, L4 stage, replicate-2",whole body,whole body,rpl-33(0)/mc6,missing,missing
SRR31074179,2712972,271297200,60,91,SRX26457693,GSM8586959,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972766,SAMN44381074,simple,6239,Caenorhabditis elegans,GSM8586959,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rpl-5(0)/mc6, Day-4, L4 stage, replicate-2",whole body,whole body,rpl-5(0)/mc6,missing,missing
SRR31074178,1934908,193490800,60,65,SRX26457694,GSM8586960,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972767,SAMN44381073,simple,6239,Caenorhabditis elegans,GSM8586960,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/mc6, Day-3, L4 stage, replicate-2",whole body,whole body,wild-type/mc6,missing,missing
SRR31074177,2415877,241587700,60,82,SRX26457695,GSM8586961,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972768,SAMN44381072,simple,6239,Caenorhabditis elegans,GSM8586961,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/mc6, Day-4, pregravid adults, replicate-2",whole body,whole body,wild-type/mc6,missing,missing
SRR31074176,2929987,292998700,60,99,SRX26457696,GSM8586962,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972769,SAMN44381071,simple,6239,Caenorhabditis elegans,GSM8586962,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rps-10(0)/tmc20, Day-4, L4 stage, replicate-2",whole body,whole body,rps-10(0)/tmc20,missing,missing
SRR31074175,2629386,262938600,60,89,SRX26457697,GSM8586963,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972770,SAMN44381070,simple,6239,Caenorhabditis elegans,GSM8586963,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc20, Day-3, L4 stage, replicate-2",whole body,whole body,wild-type/tmc20,missing,missing
SRR31074174,3705092,370509200,60,125,SRX26457698,GSM8586964,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972771,SAMN44381069,simple,6239,Caenorhabditis elegans,GSM8586964,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc20, Day-4, L4 stage, replicate-2",whole body,whole body,wild-type/tmc20,missing,missing
SRR31074173,3052800,305280000,60,103,SRX26457699,GSM8586965,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972772,SAMN44381068,simple,6239,Caenorhabditis elegans,GSM8586965,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, rps-23(0)/tmc5, Day-4, L4 stage, replicate-2",whole body,whole body,rps-23(0)/tmc5,missing,missing
SRR31074172,4115894,411589400,60,139,SRX26457700,GSM8586966,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972773,SAMN44381067,simple,6239,Caenorhabditis elegans,GSM8586966,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc5, Day-4, L4 stage, replicate-2",whole body,whole body,wild-type/tmc5,missing,missing
SRR31074171,3345237,334523700,60,113,SRX26457701,GSM8586967,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP540207,PRJNA1176138,,"",SRS22972774,SAMN44381066,simple,6239,Caenorhabditis elegans,GSM8586967,University of Texas at Austin,SRA1995218,10,2024,SARINAY CENIK,whole body,"RNA-seq, wild-type/tmc5, Day-3, L4 stage, replicate-2",whole body,whole body,wild-type/tmc5,missing,missing
