Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,gap_accession,submitter handle,biospecimen repository,study name,study design,biospecimen repository sample id,submitted sample id,submitted subject id,gap_sample_id,gap_subject_id,body site,histological type,analyte type,is tumor,gap_consent_code,gap_consent_short_name,alignment_software
SRR26827059,108573574,16286036100,150,5320,SRX22383414,20220623_BCH41713t_JP10037_S63_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429648,SAMN38052079,simple,9606,Homo sapiens,20220623_BCH41713t_JP10037_S63_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220623_BCH41713t_JP10037_S63_R2_001.fastq.gz,20220623_BCH41713t_JP10037_S63_R2_001.fastq.gz,Autopsy_2,5685036,4644269,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827060,403433030,20171651500,50,6141,SRX22383415,20220712_BCH153_JP10223_S17_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429649,SAMN38052109,simple,9606,Homo sapiens,20220712_BCH153_JP10223_S17_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH153_JP10223_S17_R1_001.fastq.gz,20220712_BCH153_JP10223_S17_R1_001.fastq.gz,Tissue_9,5685037,4644288,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827061,230650638,11532531900,50,3553,SRX22383416,20220712_BCH154_JP10223_S18_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429650,SAMN38052119,simple,9606,Homo sapiens,20220712_BCH154_JP10223_S18_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH154_JP10223_S18_R1_001.fastq.gz,20220712_BCH154_JP10223_S18_R1_001.fastq.gz,Tissue_10,5685038,4644273,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827062,206044520,10302226000,50,3226,SRX22383417,20220712_BCH162_JP10223_S5_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429651,SAMN38052102,simple,9606,Homo sapiens,20220712_BCH162_JP10223_S5_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH162_JP10223_S5_R1_001.fastq.gz,20220712_BCH162_JP10223_S5_R1_001.fastq.gz,Tissue_12,5685039,4644275,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827063,189078675,9453933750,50,2676,SRX22383418,20220712_BCH163_JP10223_S11_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429646,SAMN38052093,simple,9606,Homo sapiens,20220712_BCH163_JP10223_S11_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH163_JP10223_S11_R1_001.fastq.gz,20220712_BCH163_JP10223_S11_R1_001.fastq.gz,Tissue_13,5685040,4644276,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827064,327052797,16352639850,50,4964,SRX22383419,20220712_BCH171_JP10223_S16_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429652,SAMN38052116,simple,9606,Homo sapiens,20220712_BCH171_JP10223_S16_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH171_JP10223_S16_R1_001.fastq.gz,20220712_BCH171_JP10223_S16_R1_001.fastq.gz,Tissue_14,5685041,4644277,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827065,214947283,10747364150,50,2733,SRX22383420,20220712_BCH174_JP10223_S10_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429653,SAMN38052122,simple,9606,Homo sapiens,20220712_BCH174_JP10223_S10_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH174_JP10223_S10_R1_001.fastq.gz,20220712_BCH174_JP10223_S10_R1_001.fastq.gz,Tissue_17,5685042,4644280,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827066,346525241,17326262050,50,4175,SRX22383421,20220712_BCH211_JP10223_S12_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429654,SAMN38052132,simple,9606,Homo sapiens,20220712_BCH211_JP10223_S12_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH211_JP10223_S12_R1_001.fastq.gz,20220712_BCH211_JP10223_S12_R1_001.fastq.gz,Tissue_18,5685043,4644281,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827067,256678594,12833929700,50,3820,SRX22383422,20220712_BCH41706t_JP10223_S6_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429655,SAMN38052124,simple,9606,Homo sapiens,20220712_BCH41706t_JP10223_S6_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH41706t_JP10223_S6_R1_001.fastq.gz,20220712_BCH41706t_JP10223_S6_R1_001.fastq.gz,Autopsy_5,5685044,4644272,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827068,280390993,14019549650,50,4223,SRX22383423,20220712_BCH41713t_JP10223_S1_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429656,SAMN38052125,simple,9606,Homo sapiens,20220712_BCH41713t_JP10223_S1_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220712_BCH41713t_JP10223_S1_R1_001.fastq.gz,20220712_BCH41713t_JP10223_S1_R1_001.fastq.gz,Autopsy_4,5685045,4644271,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827069,88067977,13210196550,150,4859,SRX22383424,20220713_BCH153_JP10040_S23_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429657,SAMN38052128,simple,9606,Homo sapiens,20220713_BCH153_JP10040_S23_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH153_JP10040_S23_R1_001.fastq.gz,20220713_BCH153_JP10040_S23_R1_001.fastq.gz,Tissue_9,5685046,4644288,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827070,88067977,13210196550,150,4757,SRX22383425,20220713_BCH153_JP10040_S23_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429659,SAMN38052121,simple,9606,Homo sapiens,20220713_BCH153_JP10040_S23_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH153_JP10040_S23_R2_001.fastq.gz,20220713_BCH153_JP10040_S23_R2_001.fastq.gz,Tissue_9,5685047,4644288,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827071,132528712,19879306800,150,6531,SRX22383426,20220713_BCH163_JP10040_S21_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429658,SAMN38052089,simple,9606,Homo sapiens,20220713_BCH163_JP10040_S21_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH163_JP10040_S21_R1_001.fastq.gz,20220713_BCH163_JP10040_S21_R1_001.fastq.gz,Tissue_13,5685048,4644276,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827072,132528712,19879306800,150,6864,SRX22383427,20220713_BCH163_JP10040_S21_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429660,SAMN38052091,simple,9606,Homo sapiens,20220713_BCH163_JP10040_S21_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH163_JP10040_S21_R2_001.fastq.gz,20220713_BCH163_JP10040_S21_R2_001.fastq.gz,Tissue_13,5685049,4644276,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827073,82704467,12405670050,150,4100,SRX22383428,20220713_BCH173_JP10040_S22_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429661,SAMN38052123,simple,9606,Homo sapiens,20220713_BCH173_JP10040_S22_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH173_JP10040_S22_R1_001.fastq.gz,20220713_BCH173_JP10040_S22_R1_001.fastq.gz,Tissue_16,5685050,4644279,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827074,82704467,12405670050,150,4275,SRX22383429,20220713_BCH173_JP10040_S22_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429662,SAMN38052076,simple,9606,Homo sapiens,20220713_BCH173_JP10040_S22_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH173_JP10040_S22_R2_001.fastq.gz,20220713_BCH173_JP10040_S22_R2_001.fastq.gz,Tissue_16,5685051,4644279,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827075,101139634,15170945100,150,5001,SRX22383430,20220713_BCH211_JP10040_S18_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429663,SAMN38052131,simple,9606,Homo sapiens,20220713_BCH211_JP10040_S18_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH211_JP10040_S18_R1_001.fastq.gz,20220713_BCH211_JP10040_S18_R1_001.fastq.gz,Tissue_18,5685052,4644281,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827076,101139634,15170945100,150,5303,SRX22383431,20220713_BCH211_JP10040_S18_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429664,SAMN38052097,simple,9606,Homo sapiens,20220713_BCH211_JP10040_S18_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH211_JP10040_S18_R2_001.fastq.gz,20220713_BCH211_JP10040_S18_R2_001.fastq.gz,Tissue_18,5685053,4644281,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827077,75172912,11275936800,150,3734,SRX22383432,20220713_BCH212_JP10040_S17_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429665,SAMN38052086,simple,9606,Homo sapiens,20220713_BCH212_JP10040_S17_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH212_JP10040_S17_R1_001.fastq.gz,20220713_BCH212_JP10040_S17_R1_001.fastq.gz,Tissue_19,5685054,4644282,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827078,75172912,11275936800,150,3924,SRX22383433,20220713_BCH212_JP10040_S17_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429666,SAMN38052077,simple,9606,Homo sapiens,20220713_BCH212_JP10040_S17_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220713_BCH212_JP10040_S17_R2_001.fastq.gz,20220713_BCH212_JP10040_S17_R2_001.fastq.gz,Tissue_19,5685055,4644282,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827079,78683984,11802597600,150,4055,SRX22383434,20220805_BCH41713t_JP9716_S6_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429667,SAMN38052106,simple,9606,Homo sapiens,20220805_BCH41713t_JP9716_S6_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220805_BCH41713t_JP9716_S6_R1_001.fastq.gz,20220805_BCH41713t_JP9716_S6_R1_001.fastq.gz,Autopsy_4,5685056,4644271,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827080,78683984,11802597600,150,4414,SRX22383435,20220805_BCH41713t_JP9716_S6_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429668,SAMN38052098,simple,9606,Homo sapiens,20220805_BCH41713t_JP9716_S6_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220805_BCH41713t_JP9716_S6_R2_001.fastq.gz,20220805_BCH41713t_JP9716_S6_R2_001.fastq.gz,Autopsy_4,5685057,4644271,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827081,260120435,13006021750,50,1913,SRX22383436,20220818_BCH131_JP10293_S10_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429669,SAMN38052078,simple,9606,Homo sapiens,20220818_BCH131_JP10293_S10_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220818_BCH131_JP10293_S10_R1_001.fastq.gz,20220818_BCH131_JP10293_S10_R1_001.fastq.gz,Tissue_6,5685058,4644285,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827082,299070437,14953521850,50,3887,SRX22383437,20220818_BCH173_JP10293_S12_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429670,SAMN38052113,simple,9606,Homo sapiens,20220818_BCH173_JP10293_S12_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220818_BCH173_JP10293_S12_R1_001.fastq.gz,20220818_BCH173_JP10293_S12_R1_001.fastq.gz,Tissue_16,5685059,4644279,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827083,347468869,17373443450,50,4852,SRX22383438,20220818_BCH41704t_JP10293_S1_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429671,SAMN38052108,simple,9606,Homo sapiens,20220818_BCH41704t_JP10293_S1_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20220818_BCH41704t_JP10293_S1_R1_001.fastq.gz,20220818_BCH41704t_JP10293_S1_R1_001.fastq.gz,Autopsy_3,5685060,4644270,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
SRR26827084,42159476,6323921400,150,2088,SRX22383439,20221003_BCH222_DN10412_S29_R1_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429672,SAMN38052127,simple,9606,Homo sapiens,20221003_BCH222_DN10412_S29_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20221003_BCH222_DN10412_S29_R1_001.fastq.gz,20221003_BCH222_DN10412_S29_R1_001.fastq.gz,Tissue_20,5685061,4644283,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827085,42159476,6323921400,150,2208,SRX22383440,20221003_BCH222_DN10412_S29_R2_001.fastq.gz,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429673,SAMN38052080,simple,9606,Homo sapiens,20221003_BCH222_DN10412_S29_R2_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor RNA sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20221003_BCH222_DN10412_S29_R2_001.fastq.gz,20221003_BCH222_DN10412_S29_R2_001.fastq.gz,Tissue_20,5685062,4644283,Brain,Medulloblastoma,RNA,Yes,1,HMB,STAR v2.7.8a
SRR26827086,443872822,22193641100,50,3704,SRX22383441,20221104_BCH222_JP10480_S1_R1_001.fastq.gz,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP470386,PRJNA1028780,,"",SRS19429674,SAMN38052129,simple,9606,Homo sapiens,20221104_BCH222_JP10480_S1_R1_001.fastq.gz,NCI-phs003446,SRA1746157,01,2024,"","","Tumor OTHER sample from Brain of a human participant in the dbGaP study ""Profiling RNA Translation in Pediatric Medulloblastoma""",phs003446,NCI_RNATranslation_MB,NCI_RNATranslation_MB,Profiling RNA Translation in Pediatric Medulloblastoma,Collection,20221104_BCH222_JP10480_S1_R1_001.fastq.gz,20221104_BCH222_JP10480_S1_R1_001.fastq.gz,Tissue_20,5685063,4644283,Brain,Medulloblastoma,OTHER,Yes,1,HMB,STAR v2.7.8a
