Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR31433914,29793263,1519456413,51,586,SRX26802776,GSM8644727,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288124,SAMN44857212,simple,9606,Homo sapiens,GSM8644727,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_control_cells_dmso_replica_1,HeLa,HeLa,an immortal human epithelial cell line,wt,DMSO,missing,missing
SRR31433913,47866604,2441196804,51,868,SRX26802777,GSM8644728,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288128,SAMN44857211,simple,9606,Homo sapiens,GSM8644728,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_control_cells_dmso_replica_2,HeLa,HeLa,an immortal human epithelial cell line,wt,DMSO,missing,missing
SRR31433912,66715835,3402507585,51,1207,SRX26802778,GSM8644729,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288127,SAMN44857210,simple,9606,Homo sapiens,GSM8644729,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_control_cells_dmso_replica_3,HeLa,HeLa,an immortal human epithelial cell line,wt,DMSO,missing,missing
SRR31433911,60262782,3073401882,51,1085,SRX26802779,GSM8644730,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288126,SAMN44857209,simple,9606,Homo sapiens,GSM8644730,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_eIF2A-KO_dmso_replica_1,HeLa,HeLa,an immortal human epithelial cell line,eIF2A-KO,DMSO,missing,missing
SRR31433910,32236013,1644036663,51,591,SRX26802780,GSM8644731,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288130,SAMN44857208,simple,9606,Homo sapiens,GSM8644731,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_eIF2A-KO_dmso_replica_2,HeLa,HeLa,an immortal human epithelial cell line,eIF2A-KO,DMSO,missing,missing
SRR31433909,47294323,2412010473,51,854,SRX26802781,GSM8644732,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288131,SAMN44857207,simple,9606,Homo sapiens,GSM8644732,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_eIF2A-KO_dmso_replica_3,HeLa,HeLa,an immortal human epithelial cell line,eIF2A-KO,DMSO,missing,missing
SRR31433908,65322870,3331466370,51,1274,SRX26802782,GSM8644733,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288132,SAMN44857206,simple,9606,Homo sapiens,GSM8644733,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_control_cells_TM_replica_1,HeLa,HeLa,an immortal human epithelial cell line,wt,Tunicamycin 1µg/ml 16 hours,missing,missing
SRR31433907,91546335,4668863085,51,1791,SRX26802783,GSM8644734,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288129,SAMN44857205,simple,9606,Homo sapiens,GSM8644734,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_control_cells_TM_replica_2,HeLa,HeLa,an immortal human epithelial cell line,wt,Tunicamycin 1µg/ml 16 hours,missing,missing
SRR31433906,20045800,1022335800,51,401,SRX26802784,GSM8644735,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288133,SAMN44857204,simple,9606,Homo sapiens,GSM8644735,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_eIF2A-KO_TM_replica_1,HeLa,HeLa,an immortal human epithelial cell line,eIF2A-KO,Tunicamycin 1µg/ml 16 hours,missing,missing
SRR31433905,126296882,6441140982,51,2471,SRX26802785,GSM8644736,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP546775,PRJNA1189055,,"",SRS23288134,SAMN44857203,simple,9606,Homo sapiens,GSM8644736,DKFZ,SRA2018935,11,2024,Roiuk,HeLa,Total_RNA_HeLa_eIF2A-KO_TM_replica_2,HeLa,HeLa,an immortal human epithelial cell line,eIF2A-KO,Tunicamycin 1µg/ml 16 hours,missing,missing
