Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR26226436,78116673,7811667300,100,2692,SRX21936737,GSM7814479,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016051,SAMN37609486,simple,10090,Mus musculus,GSM7814479,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_CD_5781,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226435,101724503,10172450300,100,3542,SRX21936738,GSM7814480,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016052,SAMN37609485,simple,10090,Mus musculus,GSM7814480,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_CD_5812,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226434,122361596,12236159600,100,4300,SRX21936739,GSM7814481,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016053,SAMN37609484,simple,10090,Mus musculus,GSM7814481,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_CD_5840,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226433,85922553,8592255300,100,3046,SRX21936740,GSM7814482,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016054,SAMN37609483,simple,10090,Mus musculus,GSM7814482,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_5702,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226432,112458568,11245856800,100,3867,SRX21936741,GSM7814483,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016056,SAMN37609482,simple,10090,Mus musculus,GSM7814483,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_5705,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226431,66683776,6668377600,100,2300,SRX21936742,GSM7814484,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016055,SAMN37609481,simple,10090,Mus musculus,GSM7814484,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_5784,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226430,156265499,15626549900,100,4852,SRX21936743,GSM7814485,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016057,SAMN37609480,simple,10090,Mus musculus,GSM7814485,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_5785,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226429,37562639,3756263900,100,1142,SRX21936744,GSM7814510,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016058,SAMN37609455,simple,10090,Mus musculus,GSM7814510,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_DFMO_135,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,DFMO Treatment (CD DFMO),missing,missing
SRR26226428,43439380,4343938000,100,1319,SRX21936745,GSM7814511,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016059,SAMN37609454,simple,10090,Mus musculus,GSM7814511,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_DFMO_5732,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226427,38869702,3886970200,100,1183,SRX21936746,GSM7814512,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016060,SAMN37609453,simple,10090,Mus musculus,GSM7814512,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_DFMO_5736,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226426,44909196,4490919600,100,1359,SRX21936747,GSM7814513,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016061,SAMN37609452,simple,10090,Mus musculus,GSM7814513,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_DFMO_5746,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226425,37752777,3775277700,100,1144,SRX21936748,GSM7814514,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016062,SAMN37609451,simple,10090,Mus musculus,GSM7814514,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_DFMO_5805,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226424,35866438,3586643800,100,1097,SRX21936749,GSM7814515,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016063,SAMN37609450,simple,10090,Mus musculus,GSM7814515,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_DFMO_5825,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226423,119111716,11911171600,100,3680,SRX21936750,GSM7814494,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016064,SAMN37609471,simple,10090,Mus musculus,GSM7814494,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_DFMO_5746,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226422,166825546,16682554600,100,4980,SRX21936751,GSM7814495,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016065,SAMN37609470,simple,10090,Mus musculus,GSM7814495,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_DFMO_5805,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226421,117614598,11761459800,100,3764,SRX21936752,GSM7814496,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016067,SAMN37609469,simple,10090,Mus musculus,GSM7814496,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,Ribo_Proargdrop_DFMO_5825,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet with DFMO Treatment(ProArg DFMO),missing,missing
SRR26226420,29520171,2952017100,100,911,SRX21936753,GSM7814497,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016066,SAMN37609468,simple,10090,Mus musculus,GSM7814497,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_5696,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226419,42111047,4211104700,100,1285,SRX21936754,GSM7814498,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016068,SAMN37609467,simple,10090,Mus musculus,GSM7814498,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_5778,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226418,28383492,2838349200,100,875,SRX21936755,GSM7814499,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016069,SAMN37609466,simple,10090,Mus musculus,GSM7814499,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_5781,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226417,49153529,4915352900,100,1499,SRX21936756,GSM7814500,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016070,SAMN37609465,simple,10090,Mus musculus,GSM7814500,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_5812,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Control Diet (CD),missing,missing
SRR26226416,40831433,4083143300,100,1248,SRX21936757,GSM7814501,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016071,SAMN37609464,simple,10090,Mus musculus,GSM7814501,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_5702,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226415,36269420,3626942000,100,1112,SRX21936758,GSM7814502,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016072,SAMN37609463,simple,10090,Mus musculus,GSM7814502,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_5705,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226414,42399930,4239993000,100,1295,SRX21936759,GSM7814503,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016073,SAMN37609462,simple,10090,Mus musculus,GSM7814503,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_5784,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226413,35995457,3599545700,100,1096,SRX21936760,GSM7814504,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016074,SAMN37609461,simple,10090,Mus musculus,GSM7814504,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_5785,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226412,33273234,3327323400,100,1018,SRX21936761,GSM7814505,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016075,SAMN37609460,simple,10090,Mus musculus,GSM7814505,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_Proargdrop_5828,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,Proline Arginine Dropout Diet (ProArg),missing,missing
SRR26226411,68103049,6810304900,100,2062,SRX21936762,GSM7814506,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016076,SAMN37609459,simple,10090,Mus musculus,GSM7814506,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_DFMO_5747,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,DFMO Treatment (CD DFMO),missing,missing
SRR26226410,58180343,5818034300,100,1765,SRX21936763,GSM7814507,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016078,SAMN37609458,simple,10090,Mus musculus,GSM7814507,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_DFMO_5802,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,DFMO Treatment (CD DFMO),missing,missing
SRR26226409,39094119,3909411900,100,1181,SRX21936764,GSM7814508,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016077,SAMN37609457,simple,10090,Mus musculus,GSM7814508,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_DFMO_5806,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,DFMO Treatment (CD DFMO),missing,missing
SRR26226408,50870423,5087042300,100,1547,SRX21936765,GSM7814509,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP463937,PRJNA1022492,38260457,"",SRS19016079,SAMN37609456,simple,10090,Mus musculus,GSM7814509,"Morscher lab, Oncology, University Children's Hospital Zurich",SRA1723686,02,2024,Cherkaoui,Tumor tissue,RNA_CD_DFMO_5823,Tumor tissue,Tumor tissue,neuroblastoma cancer cells,Neuroblast,MYCN Amplified,DFMO Treatment (CD DFMO),missing,missing
