Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment,geo_loc_name,collection_date
SRR26989803,89303235,9019626735,101,2626,SRX22682913,GSM7923450,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676651,SAMN38502465,simple,9986,Oryctolagus cuniculus,GSM7923450,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG-QW and SRI-41315, replicate 1",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG and 1 uM eRF1-AAQ,missing,missing
SRR26989804,89366914,9026058314,101,2633,SRX22682913,GSM7923450,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676651,SAMN38502465,simple,9986,Oryctolagus cuniculus,GSM7923450,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG-QW and SRI-41315, replicate 1",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG-QW and 5 uM SRI-41315,missing,missing
SRR26989801,68159017,6884060717,101,2035,SRX22682914,GSM7923451,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676652,SAMN38502464,simple,9986,Oryctolagus cuniculus,GSM7923451,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGA, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGA,missing,missing
SRR26989802,68142637,6882406337,101,2037,SRX22682914,GSM7923451,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676652,SAMN38502464,simple,9986,Oryctolagus cuniculus,GSM7923451,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGA, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGA and 5 uM SRI-41315,missing,missing
SRR26989799,93448622,9438310822,101,2809,SRX22682915,GSM7923452,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676653,SAMN38502463,simple,9986,Oryctolagus cuniculus,GSM7923452,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGA and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG,missing,missing
SRR26989800,93525131,9446038231,101,2816,SRX22682915,GSM7923452,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676653,SAMN38502463,simple,9986,Oryctolagus cuniculus,GSM7923452,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGA and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG and 5 uM SRI-41315,missing,missing
SRR26989797,85436302,8629066502,101,2564,SRX22682916,GSM7923453,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676654,SAMN38502462,simple,9986,Oryctolagus cuniculus,GSM7923453,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG and 1 uM eRF1-AAQ,missing,missing
SRR26989798,85411183,8626529483,101,2567,SRX22682916,GSM7923453,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676654,SAMN38502462,simple,9986,Oryctolagus cuniculus,GSM7923453,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG-QW and 5 uM SRI-41315,missing,missing
SRR26989795,65982889,6664271789,101,2008,SRX22682917,GSM7923454,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676656,SAMN38502461,simple,9986,Oryctolagus cuniculus,GSM7923454,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGA,missing,missing
SRR26989796,66010777,6667088477,101,2013,SRX22682917,GSM7923454,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676656,SAMN38502461,simple,9986,Oryctolagus cuniculus,GSM7923454,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGA and 5 uM SRI-41315,missing,missing
SRR26989793,93244859,9417730759,101,2915,SRX22682918,GSM7923455,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676655,SAMN38502460,simple,9986,Oryctolagus cuniculus,GSM7923455,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG and eRF1-AAQ, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG,missing,missing
SRR26989794,93327383,9426065683,101,2925,SRX22682918,GSM7923455,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676655,SAMN38502460,simple,9986,Oryctolagus cuniculus,GSM7923455,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG and eRF1-AAQ, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG and 5 uM SRI-41315,missing,missing
SRR26989791,91136435,9204779935,101,2694,SRX22682919,GSM7923456,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676657,SAMN38502459,simple,9986,Oryctolagus cuniculus,GSM7923456,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG-QW and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG and 1 uM eRF1-AAQ,missing,missing
SRR26989792,91289016,9220190616,101,2703,SRX22682919,GSM7923456,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP474948,PRJNA1046496,1,"",SRS19676657,SAMN38502459,simple,9986,Oryctolagus cuniculus,GSM7923456,"Shao lab, Cell Biology, Harvard Medical School",SRA1759987,12,2023,Makar,Reticulocyte lysate,"RRL with FVBeta-UGG-QW and SRI-41315, replicate 2",Reticulocyte lysate,Reticulocyte lysate,WT,Added in vitro transcribed FVBeta-UGG-QW and 5 uM SRI-41315,missing,missing
