Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,treatment,geo_loc_name,collection_date
SRR27348750,5033847,1500086406,149,640,SRX23025544,GSM7991686,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987490,SAMN39123537,simple,9606,Homo sapiens,GSM7991686,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep2",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348751,4943949,1473296802,149,633,SRX23025544,GSM7991686,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987490,SAMN39123537,simple,9606,Homo sapiens,GSM7991686,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep2",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348744,3134017,933937066,149,411,SRX23025545,GSM7991687,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987488,SAMN39123536,simple,9606,Homo sapiens,GSM7991687,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep2",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348745,3170045,944673410,149,408,SRX23025545,GSM7991687,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987488,SAMN39123536,simple,9606,Homo sapiens,GSM7991687,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep2",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348746,3151529,939155642,149,405,SRX23025545,GSM7991687,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987488,SAMN39123536,simple,9606,Homo sapiens,GSM7991687,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep2",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348747,3100551,923964198,149,401,SRX23025545,GSM7991687,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987488,SAMN39123536,simple,9606,Homo sapiens,GSM7991687,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep2",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348740,5108922,1522458756,149,669,SRX23025546,GSM7991688,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987491,SAMN39123535,simple,9606,Homo sapiens,GSM7991688,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep3",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348741,5077798,1513183804,149,651,SRX23025546,GSM7991688,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987491,SAMN39123535,simple,9606,Homo sapiens,GSM7991688,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep3",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348742,5079369,1513651962,149,652,SRX23025546,GSM7991688,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987491,SAMN39123535,simple,9606,Homo sapiens,GSM7991688,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep3",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348743,4978165,1483493170,149,643,SRX23025546,GSM7991688,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987491,SAMN39123535,simple,9606,Homo sapiens,GSM7991688,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, rep3",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348736,2280576,679611648,149,300,SRX23025547,GSM7991689,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987489,SAMN39123534,simple,9606,Homo sapiens,GSM7991689,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep3",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348737,2254645,671884210,149,291,SRX23025547,GSM7991689,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987489,SAMN39123534,simple,9606,Homo sapiens,GSM7991689,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep3",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
SRR27348738,2247877,669867346,149,290,SRX23025547,GSM7991689,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987489,SAMN39123534,simple,9606,Homo sapiens,GSM7991689,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep3",primary cells,primary cells,mesenchymal stem cells,no treatment,missing,missing
SRR27348739,2214408,659893584,149,288,SRX23025547,GSM7991689,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP480116,PRJNA1057108,1,"",SRS19987489,SAMN39123534,simple,9606,Homo sapiens,GSM7991689,Vinmec-VinUni Institute of Immunology,SRA1775761,01,2024,Makar,primary cells,"UCMSC, exosome, rep3",primary cells,primary cells,mesenchymal stem cells,exosome isolation,missing,missing
