Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,chip antibody,treatment,geo_loc_name,collection_date
SRR23939396,56767496,12375451643,109,4201,SRX19748673,GSM7111025,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114370,SAMN33861902,simple,9606,Homo sapiens,GSM7111025,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM BRF1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939395,70591953,15336690290,108,5159,SRX19748674,GSM7111026,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114371,SAMN33861901,simple,9606,Homo sapiens,GSM7111026,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM BRF1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939394,79476847,17271625797,108,5790,SRX19748675,GSM7111027,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114372,SAMN33861900,simple,9606,Homo sapiens,GSM7111027,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC H3K4me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939393,66452058,14482156565,109,4873,SRX19748676,GSM7111028,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114373,SAMN33861899,simple,9606,Homo sapiens,GSM7111028,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC H3K4me3 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939392,70304132,15345938162,109,5154,SRX19748677,GSM7111029,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114374,SAMN33861898,simple,9606,Homo sapiens,GSM7111029,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC H3K4me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939391,87149242,19005877774,109,6413,SRX19748678,GSM7111030,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114375,SAMN33861897,simple,9606,Homo sapiens,GSM7111030,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,Neurons H3K4me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human mature neurons,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939390,72935763,15877074400,108,5288,SRX19748679,GSM7111071,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114376,SAMN33861856,simple,9606,Homo sapiens,GSM7111071,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,HEK293T,HEK293T ChIP-Seq Input,HEK293T,HEK293T,Human embryonic kidney,None,WT,missing,missing
SRR23939389,84380879,18399654867,109,6187,SRX19748680,GSM7111015,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114377,SAMN33861912,simple,9606,Homo sapiens,GSM7111015,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939388,77730654,16927864566,108,5605,SRX19748681,GSM7111016,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114378,SAMN33861911,simple,9606,Homo sapiens,GSM7111016,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939387,75085959,16364602896,109,5542,SRX19748682,GSM7111017,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114379,SAMN33861910,simple,9606,Homo sapiens,GSM7111017,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,HEK293T,HEK293T RPC1 ChIP-Seq rep1,HEK293T,HEK293T,Human embryonic kidney,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939386,69435742,15118914992,108,5014,SRX19748683,GSM7111018,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114380,SAMN33861909,simple,9606,Homo sapiens,GSM7111018,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,HEK293T,HEK293T RPC1 ChIP-Seq rep2,HEK293T,HEK293T,Human embryonic kidney,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939385,69651303,15060199509,108,5095,SRX19748684,GSM7111019,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114381,SAMN33861908,simple,9606,Homo sapiens,GSM7111019,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC BRF1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939384,65541911,14285054214,109,4762,SRX19748685,GSM7111020,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114382,SAMN33861907,simple,9606,Homo sapiens,GSM7111020,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC BRF1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939383,62636853,13645338504,108,4617,SRX19748686,GSM7111021,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114383,SAMN33861906,simple,9606,Homo sapiens,GSM7111021,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC BRF1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939382,60150585,13124349560,109,4406,SRX19748687,GSM7111022,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114384,SAMN33861905,simple,9606,Homo sapiens,GSM7111022,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC BRF1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"BRF1 (Abcam, ab264191)",WT,missing,missing
SRR23939381,111879883,24413968214,109,8265,SRX19748688,GSM7111047,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114385,SAMN33861880,simple,9606,Homo sapiens,GSM7111047,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC derived MAF1 ctrl RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939380,96711579,21086686248,109,7084,SRX19748689,GSM7111048,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114386,SAMN33861879,simple,9606,Homo sapiens,GSM7111048,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC derived MAF1 KD RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939379,142919671,31162361813,109,10499,SRX19748690,GSM7111049,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114387,SAMN33861878,simple,9606,Homo sapiens,GSM7111049,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC derived MAF1 KD RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",MAF1 KD CRISPRi,missing,missing
SRR23939378,37535143,8139681797,108,2650,SRX19748691,GSM7111050,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114389,SAMN33861877,simple,9606,Homo sapiens,GSM7111050,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG body edit RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 edit CRISPR,missing,missing
SRR23939377,26027666,5677465230,109,1846,SRX19748692,GSM7111051,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114388,SAMN33861876,simple,9606,Homo sapiens,GSM7111051,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG body edit RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 edit CRISPR,missing,missing
SRR23939376,46713583,10199385710,109,3433,SRX19748693,GSM7111052,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114390,SAMN33861875,simple,9606,Homo sapiens,GSM7111052,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG body edit RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 edit CRISPR,missing,missing
SRR23939375,58655074,12784054026,109,4271,SRX19748694,GSM7111053,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114391,SAMN33861874,simple,9606,Homo sapiens,GSM7111053,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC Pro-TGG body edit RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 edit CRISPR,missing,missing
SRR23939374,28084522,6121915681,109,2003,SRX19748695,GSM7111054,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114392,SAMN33861873,simple,9606,Homo sapiens,GSM7111054,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC Pro-TGG upstream edit RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",Pro-TGG-1-1 upstream edit CRISPR,missing,missing
SRR23939373,57939450,12619371749,108,4135,SRX19748696,GSM7111063,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114393,SAMN33861864,simple,9606,Homo sapiens,GSM7111063,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1630878,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC RPC7a KD RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",RPC7a KD CRIPSRi,missing,missing
SRR23939368,74182549,16178808924,109,5414,SRX19748701,GSM7111068,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114398,SAMN33861859,simple,9606,Homo sapiens,GSM7111068,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,wibj-2 hiPSC,hiPSC wibj-2 ChIP-Seq Input,wibj-2 hiPSC,wibj-2 hiPSC,Human induced pluripotent stem cell,None,WT,missing,missing
SRR23939367,91246822,19868694875,108,6558,SRX19748702,GSM7111069,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114399,SAMN33861858,simple,9606,Homo sapiens,GSM7111069,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC ChIP-Seq Input,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,None,WT,missing,missing
SRR23939366,100695245,21907856462,108,7197,SRX19748703,GSM7111070,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114400,SAMN33861857,simple,9606,Homo sapiens,GSM7111070,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM ChIP-Seq Input,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,None,WT,missing,missing
SRR23939365,62893308,13733733227,109,4606,SRX19748704,GSM7111031,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114401,SAMN33861896,simple,9606,Homo sapiens,GSM7111031,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,Neurons H3K4me3 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human mature neurons,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939364,84122956,18341792370,109,6074,SRX19748705,GSM7111032,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114402,SAMN33861895,simple,9606,Homo sapiens,GSM7111032,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM H3K4me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939363,92281152,20034390803,108,6680,SRX19748706,GSM7111033,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114403,SAMN33861894,simple,9606,Homo sapiens,GSM7111033,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM H3K4me3 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939362,78287550,17083813189,109,5729,SRX19748707,GSM7111034,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114404,SAMN33861893,simple,9606,Homo sapiens,GSM7111034,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC H3K27me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"H3K4me3 (Active Motif, #39159)",WT,missing,missing
SRR23939361,128691861,28105070356,109,9275,SRX19748708,GSM7111035,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114405,SAMN33861892,simple,9606,Homo sapiens,GSM7111035,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,NPC H3K27me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human neural progenitor,"H3K27me3 (Millipore, #07-449)",WT,missing,missing
SRR23939360,86560571,18899849960,109,6291,SRX19748709,GSM7111036,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114406,SAMN33861891,simple,9606,Homo sapiens,GSM7111036,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,Neurons H3K27me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human mature neurons,"H3K27me3 (Millipore, #07-449)",WT,missing,missing
SRR23939359,100608444,21941449067,109,7156,SRX19748710,GSM7111037,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114407,SAMN33861890,simple,9606,Homo sapiens,GSM7111037,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,CM H3K27me3 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human cardiomyocytes,"H3K27me3 (Millipore, #07-449)",WT,missing,missing
SRR23939358,75815702,16522677475,109,5553,SRX19748711,GSM7111038,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114408,SAMN33861889,simple,9606,Homo sapiens,GSM7111038,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC MAF1 ctrl RPC1 ChIP-Seq rep1,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
SRR23939357,72318018,15774730210,109,5264,SRX19748712,GSM7111039,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP428658,PRJNA947526,,"",SRS17114409,SAMN33861888,simple,9606,Homo sapiens,GSM7111039,"Mechanisms of Protein Biogenesis, Max Planck Institute for Biochemistry",SRA1609519,10,2023,Nedialkova,kucg-2 hiPSC,hiPSC MAF1 ctrl RPC1 ChIP-Seq rep2,kucg-2 hiPSC,kucg-2 hiPSC,Human induced pluripotent stem cell,"RPC1 (Cell Signaling Technology, #12825)",WT,missing,missing
