Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,geo_loc_name,collection_date
SRR29323001,91498980,27449694000,150,8129,SRX24839428,GSM8314061,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550984,SAMN41748849,simple,9606,Homo sapiens,GSM8314061,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,HCEC-1CT,HCEC-1CT 10 ng/mL TNFa 3,HCEC-1CT,HCEC-1CT,10 ng/mL TNFa,missing,missing
SRR29323000,43217206,12965161800,150,3872,SRX24839429,GSM8314062,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550985,SAMN41748848,simple,9606,Homo sapiens,GSM8314062,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,HCEC-1CT,HCEC-1CT 10 ng/mL IFNg 1,HCEC-1CT,HCEC-1CT,10 ng/mL IFNg,missing,missing
SRR29322999,45950575,13785172500,150,4088,SRX24839430,GSM8314063,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550986,SAMN41748847,simple,9606,Homo sapiens,GSM8314063,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,HCEC-1CT,HCEC-1CT 10 ng/mL IFNg 2,HCEC-1CT,HCEC-1CT,10 ng/mL IFNg,missing,missing
SRR29322998,46144443,13843332900,150,4252,SRX24839431,GSM8314064,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550987,SAMN41748846,simple,9606,Homo sapiens,GSM8314064,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,HCEC-1CT,HCEC-1CT 10 ng/mL IFNg 3,HCEC-1CT,HCEC-1CT,10 ng/mL IFNg,missing,missing
SRR29322997,42562588,12768776400,150,3821,SRX24839432,GSM8314065,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550988,SAMN41748845,simple,9606,Homo sapiens,GSM8314065,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 Naive 1,Caco-2,Caco-2,Naive,missing,missing
SRR29322996,43978343,13193502900,150,3948,SRX24839433,GSM8314066,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550989,SAMN41748844,simple,9606,Homo sapiens,GSM8314066,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 Naive 2,Caco-2,Caco-2,Naive,missing,missing
SRR29322995,39878997,11963699100,150,3547,SRX24839434,GSM8314067,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550990,SAMN41748843,simple,9606,Homo sapiens,GSM8314067,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 Naive 3,Caco-2,Caco-2,Naive,missing,missing
SRR29322994,48395044,14518513200,150,4412,SRX24839435,GSM8314068,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550991,SAMN41748842,simple,9606,Homo sapiens,GSM8314068,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 100 ng/mL LPS 1,Caco-2,Caco-2,100 ng/mL LPS,missing,missing
SRR29322993,43825534,13147660200,150,3884,SRX24839436,GSM8314069,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550992,SAMN41748841,simple,9606,Homo sapiens,GSM8314069,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 100 ng/mL LPS 2,Caco-2,Caco-2,100 ng/mL LPS,missing,missing
SRR29322992,44542175,13362652500,150,4010,SRX24839437,GSM8314070,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550993,SAMN41748840,simple,9606,Homo sapiens,GSM8314070,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 100 ng/mL LPS 3,Caco-2,Caco-2,100 ng/mL LPS,missing,missing
SRR29322991,46499913,13949973900,150,4303,SRX24839438,GSM8314071,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550994,SAMN41748839,simple,9606,Homo sapiens,GSM8314071,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IL-22 1,Caco-2,Caco-2,10 ng/mL IL-22,missing,missing
SRR29322990,43235800,12970740000,150,3876,SRX24839439,GSM8314072,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550995,SAMN41748838,simple,9606,Homo sapiens,GSM8314072,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IL-22 2,Caco-2,Caco-2,10 ng/mL IL-22,missing,missing
SRR29322989,46542771,13962831300,150,4176,SRX24839440,GSM8314073,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550996,SAMN41748837,simple,9606,Homo sapiens,GSM8314073,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IL-22 3,Caco-2,Caco-2,10 ng/mL IL-22,missing,missing
SRR29322988,51002154,15300646200,150,4556,SRX24839441,GSM8314074,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550997,SAMN41748836,simple,9606,Homo sapiens,GSM8314074,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL TNFa 1,Caco-2,Caco-2,10 ng/mL TNFa,missing,missing
SRR29322987,41498271,12449481300,150,3704,SRX24839442,GSM8314075,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550998,SAMN41748835,simple,9606,Homo sapiens,GSM8314075,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL TNFa 2,Caco-2,Caco-2,10 ng/mL TNFa,missing,missing
SRR29322986,48591477,14577443100,150,4301,SRX24839443,GSM8314076,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21550999,SAMN41748834,simple,9606,Homo sapiens,GSM8314076,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL TNFa 3,Caco-2,Caco-2,10 ng/mL TNFa,missing,missing
SRR29322985,46029668,13808900400,150,4227,SRX24839444,GSM8314077,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551000,SAMN41748833,simple,9606,Homo sapiens,GSM8314077,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IFNg 1,Caco-2,Caco-2,10 ng/mL IFNg,missing,missing
SRR29322984,42584195,12775258500,150,3807,SRX24839445,GSM8314078,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551001,SAMN41748832,simple,9606,Homo sapiens,GSM8314078,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IFNg 2,Caco-2,Caco-2,10 ng/mL IFNg,missing,missing
SRR29322983,43259328,12977798400,150,3894,SRX24839446,GSM8314079,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551002,SAMN41748831,simple,9606,Homo sapiens,GSM8314079,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,Caco-2,Caco-2 10 ng/mL IFNg 3,Caco-2,Caco-2,10 ng/mL IFNg,missing,missing
SRR29322982,43505324,13051597200,150,3909,SRX24839447,GSM8314080,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551003,SAMN41748830,simple,9606,Homo sapiens,GSM8314080,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co Naive 1,CCD-18Co,CCD-18Co,Naive,missing,missing
SRR29322981,43693875,13108162500,150,3925,SRX24839448,GSM8314081,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551004,SAMN41748829,simple,9606,Homo sapiens,GSM8314081,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co Naive 2,CCD-18Co,CCD-18Co,Naive,missing,missing
SRR29322980,42199729,12659918700,150,3892,SRX24839449,GSM8314082,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551005,SAMN41748828,simple,9606,Homo sapiens,GSM8314082,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co Naive 3,CCD-18Co,CCD-18Co,Naive,missing,missing
SRR29322979,46328069,13898420700,150,4210,SRX24839450,GSM8314083,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551007,SAMN41748827,simple,9606,Homo sapiens,GSM8314083,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TNFa 1,CCD-18Co,CCD-18Co,10 ng/mL TNFa,missing,missing
SRR29322978,41002753,12300825900,150,3648,SRX24839451,GSM8314084,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551006,SAMN41748826,simple,9606,Homo sapiens,GSM8314084,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TNFa 2,CCD-18Co,CCD-18Co,10 ng/mL TNFa,missing,missing
SRR29322977,46693959,14008187700,150,4238,SRX24839452,GSM8314085,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551008,SAMN41748825,simple,9606,Homo sapiens,GSM8314085,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TNFa 3,CCD-18Co,CCD-18Co,10 ng/mL TNFa,missing,missing
SRR29322976,45076568,13522970400,150,4098,SRX24839453,GSM8314086,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551009,SAMN41748824,simple,9606,Homo sapiens,GSM8314086,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL IL-1b 1,CCD-18Co,CCD-18Co,10 ng/mL IL-1b,missing,missing
SRR29322975,43814377,13144313100,150,3936,SRX24839454,GSM8314087,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551010,SAMN41748823,simple,9606,Homo sapiens,GSM8314087,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL IL-1b 2,CCD-18Co,CCD-18Co,10 ng/mL IL-1b,missing,missing
SRR29322974,44165737,13249721100,150,3873,SRX24839455,GSM8314088,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551011,SAMN41748822,simple,9606,Homo sapiens,GSM8314088,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL IL-1b 3,CCD-18Co,CCD-18Co,10 ng/mL IL-1b,missing,missing
SRR29322973,39985160,11995548000,150,3599,SRX24839456,GSM8314089,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551012,SAMN41748821,simple,9606,Homo sapiens,GSM8314089,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL OSM 1,CCD-18Co,CCD-18Co,10 ng/mL OSM,missing,missing
SRR29322972,44352775,13305832500,150,4002,SRX24839457,GSM8314090,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551013,SAMN41748820,simple,9606,Homo sapiens,GSM8314090,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL OSM 2,CCD-18Co,CCD-18Co,10 ng/mL OSM,missing,missing
SRR29322971,44419558,13325867400,150,4050,SRX24839458,GSM8314091,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551014,SAMN41748819,simple,9606,Homo sapiens,GSM8314091,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL OSM 3,CCD-18Co,CCD-18Co,10 ng/mL OSM,missing,missing
SRR29322970,42699524,12809857200,150,3764,SRX24839459,GSM8314092,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551015,SAMN41748818,simple,9606,Homo sapiens,GSM8314092,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TGFb 1,CCD-18Co,CCD-18Co,10 ng/mL TGFb,missing,missing
SRR29322969,43404488,13021346400,150,3852,SRX24839460,GSM8314093,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551017,SAMN41748817,simple,9606,Homo sapiens,GSM8314093,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TGFb 2,CCD-18Co,CCD-18Co,10 ng/mL TGFb,missing,missing
SRR29322968,43702139,13110641700,150,3887,SRX24839461,GSM8314094,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551016,SAMN41748816,simple,9606,Homo sapiens,GSM8314094,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,CCD-18Co,CCD-18Co 10 ng/mL TGFb 3,CCD-18Co,CCD-18Co,10 ng/mL TGFb,missing,missing
SRR29322967,42470492,12741147600,150,3775,SRX24839462,GSM8314095,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551018,SAMN41748815,simple,9606,Homo sapiens,GSM8314095,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC Naive 1,PBMC,PBMC,Naive,missing,missing
SRR29322966,50037299,15011189700,150,4410,SRX24839463,GSM8314096,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551019,SAMN41748814,simple,9606,Homo sapiens,GSM8314096,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC Naive 2,PBMC,PBMC,Naive,missing,missing
SRR29322965,47950396,14385118800,150,4268,SRX24839464,GSM8314097,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551020,SAMN41748813,simple,9606,Homo sapiens,GSM8314097,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC Naive 3,PBMC,PBMC,Naive,missing,missing
SRR29322964,38969657,11690897100,150,3508,SRX24839465,GSM8314098,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551021,SAMN41748812,simple,9606,Homo sapiens,GSM8314098,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC anti-CD3/CD28 1,PBMC,PBMC,anti-CD3/CD28,missing,missing
SRR29322963,42746385,12823915500,150,3821,SRX24839466,GSM8314099,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551022,SAMN41748811,simple,9606,Homo sapiens,GSM8314099,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC anti-CD3/CD28 2,PBMC,PBMC,anti-CD3/CD28,missing,missing
SRR29322962,43564476,13069342800,150,3913,SRX24839467,GSM8314100,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551023,SAMN41748810,simple,9606,Homo sapiens,GSM8314100,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC anti-CD3/CD28 3,PBMC,PBMC,anti-CD3/CD28,missing,missing
SRR29322961,42472559,12741767700,150,3789,SRX24839468,GSM8314101,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551024,SAMN41748809,simple,9606,Homo sapiens,GSM8314101,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC LPS 1,PBMC,PBMC,LPS,missing,missing
SRR29322960,43177921,12953376300,150,3907,SRX24839469,GSM8314102,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551025,SAMN41748808,simple,9606,Homo sapiens,GSM8314102,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC LPS 2,PBMC,PBMC,LPS,missing,missing
SRR29322959,46121178,13836353400,150,4128,SRX24839470,GSM8314103,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP512464,PRJNA1121291,,"",SRS21551026,SAMN41748807,simple,9606,Homo sapiens,GSM8314103,"IGC, Salk Institute for Biological Studies",SRA1892300,10,2024,Williams,PBMC,PBMC LPS 3,PBMC,PBMC,LPS,missing,missing
